,id,created_at,screen_name,retweet_count,favorite_count,text
1505,1278695485168115722,2020-07-02 14:22:15,JohnAgboola_,6,0,Over past months led increase online food purchases In latest
1507,1278694456540246017,2020-07-02 14:18:10,JohnAgboola_,6,0,Recently carried informal survey assess impact online trade food pro
1523,1278385261609660418,2020-07-01 17:49:32,JohnAgboola_,12,0,AFRICA Smallholders continue play key role frontline food security hence need strateg
1529,1278350200810156032,2020-07-01 15:30:13,JohnAgboola_,28,48,As Covid-19 threatens food systems new opportunities also emerging young people participate ac
1530,1278342840557371392,2020-07-01 15:00:58,JohnAgboola_,3,0,As member -supported Youth Advisory Group organization helped reduce food
1543,1277870520864845824,2020-06-30 07:44:08,JohnAgboola_,2,0,From food luxury How Covid-19 changing buying patterns Nigeria -- gt
1547,1277709847455293446,2020-06-29 21:05:40,JohnAgboola_,2,0,Could response donating food packages increase nutritional security And ripple e
1548,1277709825582010374,2020-06-29 21:05:35,JohnAgboola_,4,0,The current food system leaves little room traceability especially perishables due inadequate
1549,1277709810960662530,2020-06-29 21:05:32,JohnAgboola_,6,0,Covid19 confirmed importance resilient food system Achieving requires develop
1612,1277595598565322752,2020-06-29 13:31:41,JohnAgboola_,2,2,Q2/A2b These statistics numbers 80 food production small-scale farmers
1626,1277581529783418880,2020-06-29 12:35:47,JohnAgboola_,7,0,Most food consumed SSA produced small farms -60 farmers women Yet often lack access
1630,1277541687930376192,2020-06-29 09:57:28,JohnAgboola_,4,0,Tough times people adjust food buying patterns due shares
1633,1277515823356284935,2020-06-29 08:14:42,JohnAgboola_,13,28,From food luxury disruptions hike food prices changing production buying patterns
1638,1277469908608188416,2020-06-29 05:12:15,JohnAgboola_,64,0,When women empowered communities empowered.Gender equality key element reduce rural poverty improve food
1639,1277469873678024704,2020-06-29 05:12:06,JohnAgboola_,8,0,Livestock investments farming I wrote women S.A look opportunities boost food systems
1644,1277312828144340992,2020-06-28 18:48:04,JohnAgboola_,3,0,This goes emphasis role accessibility food food security household self sufficie
1648,1277310146037854209,2020-06-28 18:37:24,JohnAgboola_,11,0,Due disruptions food price increases recorded Lagos
1650,1277301077461929985,2020-06-28 18:01:22,JohnAgboola_,5,0,Tune launch live forum amp food security JUNE :00 PM CEST
1651,1277296546757906432,2020-06-28 17:43:22,JohnAgboola_,3,0,AFRICA- Covid-19 Food Future Comment les systmes alimentaires se reconfigurent-ils pendant lactuelle pandmie D
1657,1277206152124731392,2020-06-28 11:44:10,JohnAgboola_,2,0,AFRICA There doubt existing vulnerabilities Africas agricultural amp food systems combined w/ demand amp
1658,1277206092670472193,2020-06-28 11:43:56,JohnAgboola_,8,0,AFRICA pandemic response Immediate action could safeguard Africas food security speed recovery
1659,1277206058071666693,2020-06-28 11:43:48,JohnAgboola_,4,0,AFRICA How Africa safeguard food systems beyond crisis A recent report highlight
1660,1277206024252948481,2020-06-28 11:43:40,JohnAgboola_,3,0,NIGERIA pandemic response In alleviating impact COVID-19 food production OCP Africa
1675,1276895895049601027,2020-06-27 15:11:19,JohnAgboola_,2,0,Registration NOW OPEN fully online Convention October With theme Digital Dynamism Adaptive Food Sy
1676,1276895590203494401,2020-06-27 15:10:06,JohnAgboola_,7,0,The time fix food systems farm fork Among priorities Ensure access nutritious food fo
1677,1276895467574562817,2020-06-27 15:09:37,JohnAgboola_,3,0,`` We resilient food system without resilient revenue farmers '' Important words
1681,1276845433986351104,2020-06-27 11:50:48,JohnAgboola_,7,0,Linking energy Food Security Helph Can help face Olivier Dubois
1685,1276598968726835200,2020-06-26 19:31:26,JohnAgboola_,9,0,The pandemic changed food shopping habits among segment Kenyans These include variations
1692,1276595194637570051,2020-06-26 19:16:27,JohnAgboola_,18,0,Q1 What understand sustainable food production
1694,1276519964573343744,2020-06-26 14:17:30,JohnAgboola_,17,0,SOYBEAN soya bean species legume grown edible bean Food uses soybeans include soy milk Soy vegetable
1696,1276469895958540288,2020-06-26 10:58:33,JohnAgboola_,15,0,It may ultimate solution buying food farmers make food system better Buy fresh
1701,1276420951035576320,2020-06-26 07:44:04,JohnAgboola_,4,0,inhibits ability grow nutritious food decreases nutrients available crops This poses
1702,1276420916898082817,2020-06-26 07:43:55,JohnAgboola_,4,9,This scenario quite similar maize.My next publication looking price trends looking food
1707,1276399395676848129,2020-06-26 06:18:24,JohnAgboola_,8,0,Eat local amp seasonal foods use amp efficiently amp emit less greenhouse gases.Local wide-
1713,1276215792695226370,2020-06-25 18:08:50,JohnAgboola_,7,0,Most food consumed SSA produced small farms -60 farmers women Yet often lack access
1716,1276200770564743174,2020-06-25 17:09:09,JohnAgboola_,6,0,GLOBALLY The COVID-19 pandemic revealed vulnerabilities failures food systems urgent nee
1717,1276200709218881536,2020-06-25 17:08:54,JohnAgboola_,3,0,How reimagine redesign food systems face Covid-19 -Re-think supply chains.Connect
1719,1276166130223255554,2020-06-25 14:51:30,JohnAgboola_,9,0,We compiled insights gathered first six weeks Covid-19 Food/Future initiative
1723,1276158667251990529,2020-06-25 14:21:50,JohnAgboola_,3,0,-Urgent actions promote food security amid essential prevent another serious crisis
1724,1276158610540843010,2020-06-25 14:21:37,JohnAgboola_,6,0,-Read 's devising solutions food crisis result
1725,1276158569684008961,2020-06-25 14:21:27,JohnAgboola_,4,0,Here urgent suggested actions authorities must take addressing current food crisis resul
1726,1276157595670241280,2020-06-25 14:17:35,JohnAgboola_,8,0,New week new series showcasing impacts solutions/innovations around Covid-19 amp food systems Compil
1729,1276155980720607232,2020-06-25 14:11:10,JohnAgboola_,4,0,Our transformation needs focus Healthy foodHealthy planetHealthy economies- Hans Hogeveen
1738,1276130669698199552,2020-06-25 12:30:35,JohnAgboola_,3,0,Covid-19 presents opportunity Africa boost local food production trade //
1740,1276127187620573184,2020-06-25 12:16:45,JohnAgboola_,4,0,Covid-19 presents opportunity Africa boost local food production trade //
1743,1276107808652636161,2020-06-25 10:59:45,JohnAgboola_,2,0,Foresight Food Africa 's System currently ongoing Topic Tools Methods Foresight Process Part
1750,1276081173157076992,2020-06-25 09:13:54,JohnAgboola_,4,0,AFRICA- COVID-19 disrupts seed supply threatening food security An overview regarding impact
1752,1276062877275824128,2020-06-25 08:01:12,JohnAgboola_,4,0,To enforce food safety standards local markets case food exports traceabilit
1755,1276059679853084672,2020-06-25 07:48:30,JohnAgboola_,4,0,What opportunities pave way Kenyan agriculture food systems 1 To facilitate diet amp agricultur
1756,1276058965999333379,2020-06-25 07:45:40,JohnAgboola_,3,0,Youth-led solutions food crisis bring meaningful results shared article https
1761,1276041174390910980,2020-06-25 06:34:58,JohnAgboola_,4,0,COVID-19 pandemic response Food processors agricultural SMEs require immediate investments financial techn
1763,1276041081956839424,2020-06-25 06:34:36,JohnAgboola_,4,0,AFRICA In face COVID-19 important must invest resilient food systems What chal
1767,1276038609494331393,2020-06-25 06:24:46,JohnAgboola_,6,0,Nigerian diets continue change Shares grains household food expenditure shares processed amp perisha
1771,1275838779492904969,2020-06-24 17:10:43,JohnAgboola_,4,0,-Among solutions used address 's high food amp nutritional demands introduction orange flesh
1773,1275783264037470208,2020-06-24 13:30:07,JohnAgboola_,7,0,An article Chris Wood explains urgency take back control food production moment pandemi
1774,1275783221637152769,2020-06-24 13:29:57,JohnAgboola_,4,0,Economic growth agriculture effective reducing poverty food insecurity hence agricultural programs
1779,1275545134554284034,2020-06-23 21:43:53,JohnAgboola_,4,0,The call end food bias Read call government include refugees asylum seekers f
1780,1275545075616022528,2020-06-23 21:43:39,JohnAgboola_,5,0,Using Data address fragility Food Supply Chain Read https
1784,1275544634253627392,2020-06-23 21:41:53,JohnAgboola_,8,0,Even spread contained danger food system collapse due aftershocks
1787,1275544332502740992,2020-06-23 21:40:41,JohnAgboola_,4,0,Disruption food system due exposed reliance imports expense local p
1793,1275543988779581448,2020-06-23 21:39:20,JohnAgboola_,10,0,revealed food system risk disruption.What steps taken build
1795,1275543939303510016,2020-06-23 21:39:08,JohnAgboola_,4,0,GLOBALLY COVID19 food security response explicitly consider support women markets agricultural val
1799,1275400193635123200,2020-06-23 12:07:56,JohnAgboola_,9,0,Most farmers supply majority food table either small medium scale They sho
1803,1275327795762212865,2020-06-23 07:20:15,JohnAgboola_,9,0,How Covid-19 affecting small-scale food retailers urban Kenya Sharon J Cheboi
1805,1275182199390732288,2020-06-22 21:41:42,JohnAgboola_,1,0,World Food Programme fourni une assistance alimentaire en nature et en espces personnes dans le sud de
1807,1275182104536645634,2020-06-22 21:41:20,JohnAgboola_,7,0,Helping African countries withstand crisis strengthen food systems long run requir
1808,1275182056109113344,2020-06-22 21:41:08,JohnAgboola_,11,0,African countries reporting shortages price spikes domestic food crops Rising food prices contribu
1811,1275096935297363972,2020-06-22 16:02:54,JohnAgboola_,8,0,Disruption food system due exposed reliance imports expense local pr
1814,1275096623337672706,2020-06-22 16:01:39,JohnAgboola_,4,0,Food safety everyones responsibility Government recognise develop amp regulate policies ensure
1815,1275096585052065792,2020-06-22 16:01:30,JohnAgboola_,2,0,The consumers bear responsibility maintaining basic hygiene handling cooking storing food
1816,1275096320764755979,2020-06-22 16:00:27,JohnAgboola_,6,0,Will Covid-19 increase food safety measures Kenya Find article http
1817,1275096299331825665,2020-06-22 16:00:22,JohnAgboola_,9,0,Poor handling maize harvesting also storage said contributing factor food insecurity
1819,1275071651642654722,2020-06-22 14:22:26,JohnAgboola_,6,0,GLOBALLY How work women mitigate coming food crisis The article highlights wa
1823,1275067293521768450,2020-06-22 14:05:07,JohnAgboola_,11,0,New week new series showcasing impacts solutions/innovations around Covid-19 amp food
1826,1275066863030943744,2020-06-22 14:03:24,JohnAgboola_,4,0,-Having access food one thing That food safe human consumption another matter altogether
1827,1275045950696939520,2020-06-22 12:40:18,JohnAgboola_,2,0,Due Covid-19 threat food shortages The United Nations Secretary-General 's Special Envoy fo
1843,1274964079300554752,2020-06-22 07:14:58,JohnAgboola_,5,15,New week new series showcasing impacts solutions/innovations around Covid-19 amp food systems C
1845,1274816688048005121,2020-06-21 21:29:18,JohnAgboola_,4,0,As one key indicators healthy environment biodiversity plays important role sustaining food systems
1848,1274791743402192897,2020-06-21 19:50:10,JohnAgboola_,4,0,What actions prioritised ensure food production runs smoothly This
1866,1274442793260285952,2020-06-20 20:43:34,JohnAgboola_,9,0,Making invisible visible Language matters effective food systems response
1874,1274291349295112192,2020-06-20 10:41:47,JohnAgboola_,7,0,vs How COVID-19 challenging women growing/selling food Increasing burden care
1875,1274291306802667521,2020-06-20 10:41:37,JohnAgboola_,4,0,In addressing food insecurity era women also core part solution A CAREs research
1876,1274284344098643974,2020-06-20 10:13:57,JohnAgboola_,7,0,The Pandemic affected aspects life including online buying selling food How
1882,1274069151846404096,2020-06-19 19:58:51,JohnAgboola_,9,0,AFRICA Women smallholders playing vital role producing amp providing food low-income countries How
1885,1274045800134455296,2020-06-19 18:26:04,JohnAgboola_,2,0,Strengthen social protection services strengthen peoples access food nutrition essential services
1886,1274045783487250434,2020-06-19 18:26:00,JohnAgboola_,4,0,The policy brief impacts Food security amp nutrition outlines guiding actions prioriti
1888,1274045544474783744,2020-06-19 18:25:03,JohnAgboola_,6,0,The movement restrictions brought forced food retailers innovate ways serving
1889,1274045516255551489,2020-06-19 18:24:56,JohnAgboola_,6,0,Amidst several partnerships formed combat food insecurity The recent one betwe
1896,1274014777791205376,2020-06-19 16:22:47,JohnAgboola_,7,0,The severity impacts food markets small-scale food retailers caused covid-19 pandemic
1897,1274014736057761792,2020-06-19 16:22:37,JohnAgboola_,7,0,A food system capacity continue sustaining desired services amidst disturbance resilient
1903,1273973592447954944,2020-06-19 13:39:08,JohnAgboola_,3,0,Our food systems seriously affected contributing loss incomes high prices
1905,1273973512160587777,2020-06-19 13:38:49,JohnAgboola_,8,0,Being healthy important especially time taken toll.Read main food gr
1910,1273966619455377408,2020-06-19 13:11:25,JohnAgboola_,12,0,Hi little research Kenyan food retailers amp mostly buyers Have bought sold food online amids
1914,1273921449254891521,2020-06-19 10:11:56,JohnAgboola_,3,0,Going back rootsNomfundo Zondi writes South Africa rediscovering local foods amp herbs
1920,1273854991325966348,2020-06-19 05:47:51,JohnAgboola_,12,0,Join A new era food climate Driving transformative actions virtual relay eventli
1924,1273725033492422658,2020-06-18 21:11:27,JohnAgboola_,2,0,I published Food system dynamics amp power community We collectively identify se
1926,1273673605486907392,2020-06-18 17:47:05,JohnAgboola_,6,0,NIGERIA Response Paga mobile payments platform working informal traders/retailers food
1928,1273673520908771329,2020-06-18 17:46:45,JohnAgboola_,6,0,AFRICA A widespread food shortage many households call action scale food production collaborate
1931,1273657115605962758,2020-06-18 16:41:34,JohnAgboola_,1,0,Minimise food loss resulting poor storage amp handling training amp equipping farmers market linkages
1933,1273656981316911109,2020-06-18 16:41:02,JohnAgboola_,1,0,Economic growth agriculture effective reducing poverty food insecurity hence agricultural programs
1934,1273656919459270656,2020-06-18 16:40:47,JohnAgboola_,3,0,Food news today President Cyril Ramaphosa announced opening restaurants strict guideli
1938,1273656654949691395,2020-06-18 16:39:44,JohnAgboola_,2,0,Diversification food amp food supply chains move towards nutritional security.A ways done
1939,1273656638277324801,2020-06-18 16:39:40,JohnAgboola_,3,0,Increasing resilience food supply chains This article highlights ways done https
1940,1273656611186368512,2020-06-18 16:39:34,JohnAgboola_,2,0,Properly fund food amp land use sector long-term capital incentives supply nutritious affordable
1941,1273656591443808257,2020-06-18 16:39:29,JohnAgboola_,2,0,Strengthen amp expand targeted food amp nutrition programs financial safety nets social protection
1942,1273656570266738688,2020-06-18 16:39:24,JohnAgboola_,8,0,What steps taken improve global food systems .1 Maintain open trade amp keep supply flowi
1954,1273550742171930625,2020-06-18 09:38:53,JohnAgboola_,5,0,Opinion Building past success prevent related Food crisis Niranjali Amerasinghe
1956,1273519874879508480,2020-06-18 07:36:13,JohnAgboola_,15,0,Video Diaries initiativeUrban farmers food vendors traders consumers report
1962,1273341876180058113,2020-06-17 19:48:55,JohnAgboola_,10,0,GLOBALLY How make food systems better support nutrition beyond Covid-19 pandemic This video interview
1964,1273341837265305603,2020-06-17 19:48:46,JohnAgboola_,5,0,VIDEO How COVID-19 impacting day-to-day nutrition health food systems Dr. ex
1965,1273281090522959874,2020-06-17 15:47:23,JohnAgboola_,33,0,The growing demand food existing farming methods may lead intense competition natural resources f
1967,1273266659386687490,2020-06-17 14:50:02,JohnAgboola_,9,0,What responses made build resilience food systems post
1973,1273243179781885964,2020-06-17 13:16:44,JohnAgboola_,1,0,'s Implications food security Africa
1976,1273208317666566144,2020-06-17 10:58:12,JohnAgboola_,423,0,food eat comes soils yet natural resource disappearing To protect land need Eat
1978,1273207937478152192,2020-06-17 10:56:42,JohnAgboola_,33,0,`` The Covid-19 crisis exposed dangerous deficiencies food systems actively threatens lives liveliho
1984,1273206246489968640,2020-06-17 10:49:58,JohnAgboola_,22,0,`` Seeds powerful essential achieving food security increase food production amp improvement livelihood fa
1989,1273186277488287747,2020-06-17 09:30:37,JohnAgboola_,8,0,Looking stories Ag.Updates Here recommended articles Impacts pandemic food systems
1992,1273005013217021959,2020-06-16 21:30:21,JohnAgboola_,7,0,How small scale food retailers affected Mama Mbogas directed chop vegeta
1995,1272979123724582919,2020-06-16 19:47:28,JohnAgboola_,8,0,It time visualise New Era Sustainable Food Systems.What 's best amp
2001,1272943955630608384,2020-06-16 17:27:43,JohnAgboola_,106,0,Wrong Agriculture food systems account global GDP This 8trillion value African countries must tak
2010,1272903215978340357,2020-06-16 14:45:50,JohnAgboola_,5,0,Food market necessarily mean 's food plate.Addressing accessibility challenges
2011,1272903200899764226,2020-06-16 14:45:47,JohnAgboola_,2,4,Rightly phrased 'Food market necessarily translate 'food plate'.Food
2012,1272902105720934406,2020-06-16 14:41:26,JohnAgboola_,4,0,Projections currently indicate staples food sufficiency across value chains However ac
2014,1272901970437832704,2020-06-16 14:40:53,JohnAgboola_,4,0,Agri-food units experienced difficulty restrictions paralyzed economy tur
2028,1272782815092969472,2020-06-16 06:47:24,JohnAgboola_,4,0,WORLD-Price amp agriculture The food security portal noted high volatility price Coffee rice sugar
2031,1272782574973321216,2020-06-16 06:46:27,JohnAgboola_,4,0,See training mothers agriculture grow food tackle Coronavirus child malnutrition h
2047,1272546409695399938,2020-06-15 15:08:01,JohnAgboola_,7,0,We need transfer emphasis treatment chronic health illnesses prevention better food systems
2048,1272546274957549569,2020-06-15 15:07:29,JohnAgboola_,4,0,The need prioritise food system resilience production shown times Efficient inves
2049,1272542903554973696,2020-06-15 14:54:05,JohnAgboola_,4,0,For know country midst rapid shift kinds foods
2052,1272541400509353986,2020-06-15 14:48:07,JohnAgboola_,3,0,Nigeria- It become clear workers rely plant harvest process stock deliver food produ
2053,1272541338362359809,2020-06-15 14:47:52,JohnAgboola_,3,0,In /21 budget KES730 million allocated Food Security Crop Diversification Project ai
2063,1272432723051925504,2020-06-15 07:36:16,JohnAgboola_,8,0,For every successful Kenyan athlete thousands struggling put food table let alone hold dreams
2066,1272432265126166528,2020-06-15 07:34:27,JohnAgboola_,4,0,-The government partnered distribute food donations struggling athletes whose inco
2067,1272432248273473538,2020-06-15 07:34:23,JohnAgboola_,4,0,`` Budding Kenyan Athletes Running Food Bites '' article highlights food securi
2076,1272250945737539584,2020-06-14 19:33:57,JohnAgboola_,8,0,take address food insecurity include Enable farmers access marketsAccess financial f
2083,1272109073530589186,2020-06-14 10:10:12,JohnAgboola_,4,0,NIGERIA To sustain food systems amp keep agriculture sector unhindered need encourage increa
2088,1272082710572470275,2020-06-14 08:25:27,JohnAgboola_,2,0,Ensuring resilient communities food supply face pandemic guided CF
2090,1271915053030215681,2020-06-13 21:19:14,JohnAgboola_,11,0,likely face severe food shortage amidst health pandemic This article highlights ways preven
2097,1271911326756077569,2020-06-13 21:04:25,JohnAgboola_,4,0,To cushion Kenyans food insecurity government announced plans spend KES billion st
2112,1271702416401014784,2020-06-13 07:14:17,JohnAgboola_,7,0,A myriad factors likely cause food shortage country This report details threat brought
2113,1271702396868218884,2020-06-13 07:14:13,JohnAgboola_,4,0,We store little We add value little We lose lot among concerns raised food systems exper
2120,1271548285757652993,2020-06-12 21:01:50,JohnAgboola_,2,0,Earlier year discussed ensure continued global food trade avoid future global heal
2121,1271548223597969416,2020-06-12 21:01:35,JohnAgboola_,6,0,How affected small scale food retailers access produce distribution consumption amp
2127,1271523599120293889,2020-06-12 19:23:44,JohnAgboola_,3,0,Covid-19 exposed strong connection people food As families grapple real threat
2131,1271513064551124993,2020-06-12 18:41:52,JohnAgboola_,6,0,NIGERIA In addressing food security face metric tonnes seeds including rice maiz
2132,1271496099497377794,2020-06-12 17:34:28,JohnAgboola_,1,0,Food safety issues also spiking must continue focus improvements throughout system knowing ther
2139,1271477161409630215,2020-06-12 16:19:12,JohnAgboola_,3,0,Leveraging digital tools transform Africas food systems //
2142,1271475176539148289,2020-06-12 16:11:19,JohnAgboola_,4,0,We believe possible redesign food systems deliver healthy foods allow farming families make good liv
2143,1271475098004881408,2020-06-12 16:11:00,JohnAgboola_,5,0,As COVID-19 continues affect supply chains World Food Programme predicts pandemic could double
2147,1271445826628390912,2020-06-12 14:14:42,JohnAgboola_,10,0,Farmers double amount food currently growing feed global population
2150,1271432422857551874,2020-06-12 13:21:26,JohnAgboola_,3,0,In face must invest Food Systems Kindra Hlavorson
2152,1271405425724882944,2020-06-12 11:34:09,JohnAgboola_,6,0,'s Director General explains pandemics lead food systems change could preven
2158,1271387843961720833,2020-06-12 10:24:17,JohnAgboola_,6,0,Skills/knowledge opportunity you/your business advanced within food/agri since lockdown started
2164,1271178034687684611,2020-06-11 20:30:35,JohnAgboola_,27,0,profoundly disrupting agriculture amp food systems Thats Min Gould today announced support
2166,1271173923258974209,2020-06-11 20:14:15,JohnAgboola_,2,0,This article highlights ways Kenya facilitate food system resilience wake h
2167,1271173754882850816,2020-06-11 20:13:35,JohnAgboola_,2,0,/5 Advance transition sustainable resilient amp ecologically sustainable food systems withstand effect
2168,1271173727854694400,2020-06-11 20:13:28,JohnAgboola_,3,0,/5 Address structual gaps producing distribution marketing amp consuming food adopt sustainable system
2169,1271173700096794624,2020-06-11 20:13:22,JohnAgboola_,3,0,What policy related measures necessary mitigate impacts food insecurity
2176,1271118501617586177,2020-06-11 16:34:01,JohnAgboola_,2,0,NIGERIA As measures food security crisis due Covid-19 stakeholders National Agricultural Seeds
2181,1271095123980496900,2020-06-11 15:01:08,JohnAgboola_,8,0,Here moment 've waiting Congratulations World Food Prize Laureate Click link
2189,1271086932634763269,2020-06-11 14:28:35,JohnAgboola_,14,0,Congratulations Prof. Lal.Thank constantly reminding us solutions food amp nutrition security right
2195,1271082895659208710,2020-06-11 14:12:32,JohnAgboola_,52,0,Dr. Rattan Lal India recieve World Food Prize soil-centric approach increasing food production
2196,1271082850906001408,2020-06-11 14:12:21,JohnAgboola_,390,0,Congratulations Dr. Rattan Lal India United States World Food Prize Laureate http
2197,1271082843742056449,2020-06-11 14:12:20,JohnAgboola_,3,25,Here comes World Food Prize Laureate .Congratulations Dr Rattan Lal India
2212,1271043578358308864,2020-06-11 11:36:18,JohnAgboola_,2,0,Terrifying revelation UN article worst global food crisis least years Share tho
2214,1271041577893408768,2020-06-11 11:28:21,JohnAgboola_,6,0,The Wold Food Prize Laureate announcement held TODAY :00 a.m. EDT To view event register th
2219,1271005101939974144,2020-06-11 09:03:25,JohnAgboola_,18,0,Interview WEALTH CREATION ADDING VALUE TO THE FOOD WE PRODUCE Dr. Akinwumi Adesina President African Developmen
2232,1270790847458693124,2020-06-10 18:52:02,JohnAgboola_,4,0,What actions necessary facilitate food production They highlighted
2234,1270790756844920832,2020-06-10 18:51:41,JohnAgboola_,4,0,What possible impacts Nutrition Health Food Systems This video discussionhighlig
2237,1270763541499383810,2020-06-10 17:03:32,JohnAgboola_,3,0,AFRICA Agribusiness food production amp Covid-19 impact also spread beyond food production foo
2238,1270763506510553096,2020-06-10 17:03:24,JohnAgboola_,8,0,AFRICA It known fact healthy food gives nutrients boost immune system fight diseases thus
2241,1270699160308715520,2020-06-10 12:47:42,JohnAgboola_,4,0,In Midst food shortage across world Here insight countr
2243,1270666202852012032,2020-06-10 10:36:45,JohnAgboola_,3,0,working governments closely monitor domestic food agricultural supply chains
2247,1270666008647303169,2020-06-10 10:35:58,JohnAgboola_,3,0,The joined organizations calling collective action keep food trade flowing bet
2249,1270665895845810182,2020-06-10 10:35:32,JohnAgboola_,1,0,.The number food safety certificates obtained last years doubled This means foo
2250,1270665857786695680,2020-06-10 10:35:22,JohnAgboola_,5,0,WorldFoodSafetyDay As world celebrated world Food safety Here ways South Africa progres
2251,1270665530958131201,2020-06-10 10:34:05,JohnAgboola_,5,0,Farmers food producers face large losses perishable nutritious food buyers become limite
2252,1270665393305239554,2020-06-10 10:33:32,JohnAgboola_,4,9,/5 Food SystemsCovid-19 MALAWI To tackle Covid-19 must acknowledge role nature human health
2253,1270663998615273473,2020-06-10 10:27:59,JohnAgboola_,5,12,/5 Food SystemsCovid-19 NIGERIA Preparing food-secure Nigeria post Covid-19 This blog highlights th
2254,1270663522280714241,2020-06-10 10:26:06,JohnAgboola_,2,2,/5 Food Systems Covid-19 MADAGASCAR The poultry sector enduring difficulties time confineme
2255,1270660433704374272,2020-06-10 10:13:49,JohnAgboola_,4,11,/5 Food Systems Covid-19 ETHIOPIA Urban farmers drive food market innovations Addis Abeba It explains
2256,1270658464482832384,2020-06-10 10:06:00,JohnAgboola_,12,18,/5 Food Systems Covid-19 KENYA From corner office food vendor How Covid-19 changing socio-economic
2259,1270476955566161923,2020-06-09 22:04:45,JohnAgboola_,9,0,In long term critical Nigeria takes steps build resilient climate-smart competitive food syst
2261,1270476379272904704,2020-06-09 22:02:27,JohnAgboola_,117,0,Food always brought people together .We must move quickly solidarity bu
2262,1270476354371362818,2020-06-09 22:02:21,JohnAgboola_,3,10,Powerful message -- We world want resilient food sys
2264,1270474884607627264,2020-06-09 21:56:31,JohnAgboola_,4,0,ways work women mitigate coming food crisis caused
2267,1270444773837504513,2020-06-09 19:56:52,JohnAgboola_,8,0,A1 gt 1 people globally fall ill eating contaminated food gt 420 die annually
2268,1270444758603890691,2020-06-09 19:56:48,JohnAgboola_,18,0,Q1 Why food safety everyones business
2275,1270443997731999745,2020-06-09 19:53:47,JohnAgboola_,6,0,A recent survey InfoTrack indicated Kenyans wanted focus beput food security
2282,1270443594906832896,2020-06-09 19:52:11,JohnAgboola_,3,0,The food crisis brought exposed vulnerable Kenya food shocks maize reserves
2283,1270443540540207108,2020-06-09 19:51:58,JohnAgboola_,4,0,Beyond sanitation water scarcity Nairobi food security issue especially town The Mi
2286,1270443286998716417,2020-06-09 19:50:57,JohnAgboola_,2,0,Since launch start April redemption Bonga Points food lifeline vulnerable
2289,1270442937076375552,2020-06-09 19:49:34,JohnAgboola_,3,0,The Rotary Club conducting charitable activities decades It currently providing food relief
2291,1270442847523819520,2020-06-09 19:49:13,JohnAgboola_,7,0,th June World Food Safety Day Despite disrupting food systems safety remains key priorit
2294,1270424345228214272,2020-06-09 18:35:41,JohnAgboola_,7,0,The World Food Prize Laureate announced Thursday June Save date register live webc
2296,1270365261569368064,2020-06-09 14:40:55,JohnAgboola_,3,0,Check interesting article urban farmers driving food market innovations Addis Ab
2309,1270297706142076929,2020-06-09 10:12:28,JohnAgboola_,11,0,My interview week Dr Lawrence Haddad onCOVID-19 's impact Nutrition Health amp Food Systems We discuss
2310,1270281067652681729,2020-06-09 09:06:21,JohnAgboola_,12,0,As coronavirus crisis unfolds disruptions domestic food supply chains shocks affecting foo
2311,1270278927928430594,2020-06-09 08:57:51,JohnAgboola_,8,0,As one key indicators healthy environment biodiversity plays important role sustaining food systems
2314,1270271217480675337,2020-06-09 08:27:13,JohnAgboola_,5,0,The World Food Program reports urban poor surveyed eat less food For
2323,1270068224844075010,2020-06-08 19:00:36,JohnAgboola_,5,0,NIGERIA To keep food security food production afloat amidst Covid-19 pandemic farmers requesting th
2324,1270068209786421248,2020-06-08 19:00:32,JohnAgboola_,2,0,NIGERIA Due Covid-19 pandemic release Nigerias first genetically modified GM food crop Pod Borer
2329,1270044048384983043,2020-06-08 17:24:32,JohnAgboola_,4,0,Calling disruptors Submit proposals `` COVID-19 amp food security A discussion series
2334,1270041758513102848,2020-06-08 17:15:26,JohnAgboola_,6,0,Some food prices eg maize wheat sugar gone others onions rice milk gone post
2337,1270041688313081861,2020-06-08 17:15:09,JohnAgboola_,4,0,How utilise past success prevent COVID-19-related food crisis andespecially nutrition wh
2338,1270041630196850690,2020-06-08 17:14:55,JohnAgboola_,2,0,Mama Put foundation fast-food industry without palliatives buffer impact
2339,1270041611670519810,2020-06-08 17:14:51,JohnAgboola_,2,0,Suppliers selling even less When food prices rise purchasing power reduced With food left
2341,1270027590221381632,2020-06-08 16:19:08,JohnAgboola_,6,0,Insights featuring new country sites COVID impacts food consumption Read subscribe ht
2342,1270027433912254464,2020-06-08 16:18:30,JohnAgboola_,7,0,Progress towards food security poverty development risk due climate change In Kenya agricultur
2344,1270024264293453830,2020-06-08 16:05:55,JohnAgboola_,6,0,Mama Put core part Nigerias food industry- hospitality agricultural sectors She connected
2350,1270020648971239426,2020-06-08 15:51:33,JohnAgboola_,6,0,Apart reducing carbon footprint associated food transportation growing local helping residents Addis Abab
2356,1269882503432675328,2020-06-08 06:42:36,JohnAgboola_,3,0,Diversification farming systems improve resilience beyond .Other ways build food sys
2358,1269880359199608833,2020-06-08 06:34:05,JohnAgboola_,25,56,.... Over articles still counting 'Food systems Reporting Impacts
2367,1269710153647099906,2020-06-07 19:17:45,JohnAgboola_,6,0,Read local organisations petitioning Local food chains food institutions lower
2376,1269639925105938433,2020-06-07 14:38:41,JohnAgboola_,2,0,ICT Innovations emerging address food supply chain management E.g- A social exchange platform Co-Creation H
